operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|,,105300.0,USD,1596600.72,105300.0,,36.0,,2925.0,11.0,2.0,,http://quilmes-bs-as-g-b-a-zona-sur.properati.com.ar/10sx8_venta_departamentos_quilmes_baulera_lavadero_parrilla_lujoso_garage_amenities_placard_estrenar_re-max-urbana
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,,80000.0,USD,1212992.0,80000.0,,34.0,,2352.9411764705883,,2.0,,http://villa-luzuriaga.properati.com.ar/s62t_venta_departamentos_la-matanza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,110000.0,USD,1667864.0,110000.0,,85.0,,1294.1176470588234,,3.0,,http://ramos-mejia.properati.com.ar/s5sc_venta_departamentos_la-matanza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,,,,,,45.0,,,,2.0,,http://ramos-mejia.properati.com.ar/s7bn_venta_departamentos_la-matanza
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.598296,-58.387828",149900.0,USD,2272843.76,149900.0,,73.0,,2053.4246575342468,,2.0,,http://recoleta.properati.com.ar/xlq6_venta_departamentos_palermo_baulera_jardin_patio_garage
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.7299206,-58.2535331",,,,,117.0,58.0,,,,3.0,,http://quilmes.properati.com.ar/12r77_venta_departamentos_quilmes_jardin_patio_garage_placard_o-keefe-inmobiliaria-rural-y-urbana_djq
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|,"-34.6605835,-58.75419617",130000.0,USD,1971112.0,130000.0,,,,,,,,http://moreno-bs-as-g-b-a-zona-oeste.properati.com.ar/w7jp_venta_departamentos_moreno
sell,apartment,|Argentina|Capital Federal|Villa Devoto|,"-34.58751,-58.510665",151000.0,USD,2289522.4,151000.0,,90.0,,1677.7777777777778,,3.0,,http://villa-devoto.properati.com.ar/11xt5_venta_departamentos_villa-devoto_balcon_parrilla_patio_terraza_toilette_lujoso_garage_placard_aire-acondicionado_devoto
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,"-34.577168,-58.538654",65000.0,USD,985556.0,65000.0,1100.0,424.0,59.09090909090909,153.30188679245282,,5.0,,http://general-san-martin-bs-as-g-b-a-zona-norte.properati.com.ar/10s1q_venta_casa_general-san-martin_parrilla_piscina_quincho_garage_aire-acondicionado_cortese-propiedades_4qn
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,315000.0,USD,4776156.0,315000.0,614.0,208.0,513.0293159609121,1514.423076923077,,,,http://benavidez.properati.com.ar/n8ms_venta_casa_benavidez_0
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Bernal|,"-34.7096106147,-58.2677850397",,,,,59.0,38.0,,,,1.0,,http://bernal.properati.com.ar/12r2x_venta_departamentos_bernal_balcon_parrilla_garage_o-keefe-inmobiliaria-rural-y-urbana_djq
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,315000.0,USD,4776156.0,315000.0,791.0,180.0,398.2300884955752,1750.0,,,,http://benavidez.properati.com.ar/zgfb_venta_casa_benavidez_0_suite_lavadero_parrilla_vestidor_luminoso_vista_garage_estrenar_losa-radiante_pratto-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.509896,-58.4860697",528000.0,USD,8005747.2,528000.0,464.0,314.0,1137.9310344827586,1681.5286624203825,,5.0,,http://olivos.properati.com.ar/10o7g_venta_casa_olivos_suite_lavadero_parrilla_piscina_toilette_vestidor_dependencias_garage_impecable_placard_salaya-romera-propiedades_d17
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5711807,-58.4348804",96000.0,USD,1455590.4,96000.0,37.0,33.0,2594.5945945945946,2909.090909090909,,,,http://belgrano.properati.com.ar/yiok_venta_departamentos_belgrano_balcon_lavadero_luminoso_lujoso_belforte-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.503744,-58.4998402",375000.0,USD,5685900.0,375000.0,233.0,270.0,1609.4420600858368,1388.888888888889,,,,http://olivos.properati.com.ar/11tb6_venta_casa_olivos_hilarion-de-la-quintana_3800_suite_lavadero_parrilla_patio_piscina_vestidor_garage_impecable_montserrat-vera
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|El Cazador|,"-34.3188117,-58.7604036",130000.0,USD,1971112.0,130000.0,1700.0,,76.47058823529412,,,,,http://el-cazador.properati.com.ar/w3fu_venta_casa_el-cazador
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6497832,-58.6068546",71000.0,USD,1076530.4,71000.0,50.0,45.0,1420.0,1577.7777777777778,,,,http://moron-bs-as-g-b-a-zona-oeste.properati.com.ar/z0tj_venta_departamentos_moron_garage_veronica-espinosa-negocios-inmobiliarios
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.663673,-58.562634",,,,,0.0,,,,,,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/kb5l_venta_casa_ituzaingo
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Hurlingham|Hurlingham|,"-34.6188717,-58.6338539",,,,,381.0,381.0,,,,,,http://hurlingham.properati.com.ar/6guw_venta_casa_hurlingham
sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.5566182,-58.4793743",110000.0,USD,1667864.0,110000.0,55.0,55.0,2000.0,2000.0,,3.0,,http://saavedra.properati.com.ar/10453_venta_departamentos_saavedra_baulera_lavadero_luminoso_garage_placard_dic-propiedades_c80
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,135000.0,USD,2046924.0,135000.0,117.0,120.0,1153.8461538461538,1125.0,,4.0,,http://ramos-mejia.properati.com.ar/s7ps_venta_ph_la-matanza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Beccar|,"-34.4571206,-58.5336589",1469883.0,ARS,1465803.33,96673.57,53.0,50.0,1824.0296226415096,29397.66,3.0,,,http://beccar.properati.com.ar/x2uq_venta_departamentos_beccar_avenida-centenario_2500
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6352242,-58.4676975",139000.0,USD,2107573.6,139000.0,76.0,63.0,1828.9473684210527,2206.3492063492063,1.0,3.0,1870,http://flores.properati.com.ar/y088_venta_departamentos_flores_san-pedrito-av-_300_suite_lavadero_parrilla_patio_garage_placard_aire-acondicionado_eduardo-bertolotti-propiedades
sell,store,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,,190000.0,USD,2880856.0,190000.0,,,,,,,,http://general-san-martin-bs-as-g-b-a-zona-norte.properati.com.ar/kjhj_venta_local_general-san-martin
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,320000.0,USD,4851968.0,320000.0,300.0,160.0,1066.6666666666667,2000.0,,4.0,,http://ramos-mejia.properati.com.ar/s8f7_venta_casa_la-matanza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Muñiz|,"-34.5494573,-58.7017245",69000.0,USD,1046205.6,69000.0,38.0,38.0,1815.7894736842104,1815.7894736842104,13.0,,,http://muniz.properati.com.ar/104ol_venta_departamentos_muniz_federico-negro-estudio-inmobiliario
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.4235442,-58.5903165",1634525.0,ARS,1629988.32,107502.0,87.0,70.0,1235.655172413793,23350.35714285714,,3.0,,http://tigre.properati.com.ar/rple_venta_departamentos_tigre
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,"-34.4514494,-58.5684021",70000.0,USD,1061368.0,70000.0,,95.0,,736.8421052631579,,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/g685_venta_casa_san-fernando
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.3782959,-58.69849014",230000.0,USD,3487352.0,230000.0,,,,,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/11i12_venta_casa_barrio-san-gabriel_suite_parrilla_vestidor_alta-patagonia-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Acassuso|,"-34.4821055,-58.5017568",90000.0,USD,1364616.0,90000.0,0.0,42.0,,2142.8571428571427,2.0,,,http://acassuso.properati.com.ar/11izp_venta_departamentos_acassuso_general-guemes_300_lavadero_luminoso_meyrelles-torres-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.63526154,-58.67710495",95000.0,USD,1440428.0,95000.0,,,,,,,,http://ituzaingo.properati.com.ar/rkm1_venta_casa_ituzaingo
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,,460000.0,USD,6974704.0,460000.0,1037.0,266.0,443.58727097396337,1729.3233082706768,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/12ggi_venta_casa_tigre_0_suite_lavadero_parrilla_piscina_vestidor_luminoso_dependencias_impecable_ramos-l-j-nordelta
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,1200000.0,USD,18194880.0,1200000.0,436.0,436.0,2752.293577981651,2752.293577981651,,,,http://nordelta.properati.com.ar/12o9p_venta_casa_nordelta_suite_jardin_parrilla_piscina_terraza_toilette_vestidor_dependencias_garage_estrenar_blanco-propiedades_dii
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre||,"-34.425087,-58.5796585",820000.0,USD,12433168.0,820000.0,450.0,450.0,1822.2222222222224,1822.2222222222224,,9.0,3500,http://.properati.com.ar/or2f_venta_casa_tigre
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,"-34.6716234,-58.5806602",1900000.0,ARS,1894726.55,124962.18,170.0,130.0,735.0716470588235,14615.384615384615,,,,http://villa-luzuriaga.properati.com.ar/uex7_venta_casa_villa-luzuriaga
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6090764,-58.4261092",,,,,30.0,27.0,,,,2.0,,http://almagro.properati.com.ar/10aze_venta_departamentos_almagro_piscina_sum_luminoso_vista_lujoso_garage_migliorisi-propiedades_cy0
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,"-34.5717628,-58.544765",76000.0,USD,1152342.4,76000.0,45.0,45.0,1688.888888888889,1688.888888888889,,2.0,,http://general-san-martin-bs-as-g-b-a-zona-norte.properati.com.ar/yn4y_venta_departamentos_general-san-martin_balcon_lavadero_placard_a-romero-inmobiliaria_4qt
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,"-34.3409782,-58.851948",310000.0,USD,4700344.0,310000.0,710.0,,436.6197183098592,,,,4000,http://escobar.properati.com.ar/yi7x_venta_casa_pilar_suite_lavadero_parrilla_patio_piscina_toilette_vestidor_vista_placard_losa-radiante_sabrina-dellagogna-bienes-raices
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,,1250000.0,USD,18953000.0,1250000.0,980.0,370.0,1275.5102040816328,3378.3783783783783,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/t0cj_venta_casa_bs-as-g-b-a-zona-norte_0
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.4496439,-58.5289176",475000.0,USD,7202140.0,475000.0,505.0,300.0,940.5940594059406,1583.3333333333333,,,,http://victoria.properati.com.ar/10h5c_venta_casa_victoria_gaspar-campos_300_suite_jardin_patio_toilette_dependencias_garage_pablo-petrocelli-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,106000.0,USD,1607214.4,106000.0,60.0,75.0,1766.6666666666667,1413.3333333333333,,3.0,,http://ramos-mejia.properati.com.ar/sa6l_venta_casa_la-matanza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.44461,-58.894283",115000.0,USD,1743676.0,115000.0,74.0,74.0,1554.054054054054,1554.054054054054,,3.0,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/12nva_venta_departamentos_pilar_toilette_garage_placard_estrenar_blanco-propiedades_dii
sell,apartment,|Argentina|Capital Federal|Colegiales|,"-34.5729942,-58.454319",140000.0,USD,2122736.0,140000.0,66.0,59.0,2121.212121212121,2372.8813559322034,,3.0,1000,http://colegiales.properati.com.ar/12ppg_venta_departamentos_colegiales_virrey-loreto_2900_balcon_lavadero_placard_bg-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.4632633,-58.5651327",200000.0,USD,3032480.0,200000.0,200.0,145.0,1000.0,1379.3103448275865,,,,http://victoria.properati.com.ar/10hy0_venta_casa_victoria_carlos-casares_3300_jardin_lavadero_patio_placard_guallini-propiedades
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5626251,-58.4410388",460000.0,USD,6974704.0,460000.0,,160.0,,2875.0,,4.0,,http://belgrano.properati.com.ar/ocq9_venta_departamentos_belgrano_del-libertador-av-_5200
sell,apartment,|Argentina|Capital Federal|Floresta|,"-34.6037137392,-58.3815808896",75000.0,USD,1137180.0,75000.0,62.0,44.0,1209.6774193548388,1704.5454545454545,,1.0,1200,http://floresta.properati.com.ar/ye5z_venta_departamentos_floresta_suite_lavadero_parrilla_patio_garage_la-floresta
sell,apartment,|Argentina|Capital Federal|Parque Chas|,,56800.0,USD,861224.32,56800.0,35.0,30.0,1622.857142857143,1893.3333333333333,,,,http://parque-chas.properati.com.ar/ljg6_venta_departamentos_parque-chas
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Adrogué|,"-34.7998596,-58.3933919",190000.0,USD,2880856.0,190000.0,81.0,81.0,2345.679012345679,2345.679012345679,,3.0,,http://adrogue.properati.com.ar/10vyh_venta_departamentos_adrogue_balcon_suite_gimnasio_jardin_lavadero_piscina_sum_terraza_luminoso_vista_lujoso_garage_gazda-propiedades_cq0
sell,house,|Argentina|Capital Federal|Mataderos|,"-34.6607159,-58.4898431",140000.0,USD,2122736.0,140000.0,188.0,130.0,744.6808510638298,1076.923076923077,,,,http://mataderos.properati.com.ar/ihgi_venta_casa_mataderos
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5647507,-58.4891059",189000.0,USD,2865693.6,189000.0,90.0,70.0,2100.0,2700.0,,3.0,,http://villa-urquiza.properati.com.ar/1166e_venta_departamentos_villa-urquiza_balcon_lavadero_parrilla_terraza_toilette_garage_placard_dic-propiedades_c80
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Bella Vista|,"-34.5591590302,-58.6789659241",110000.0,USD,1667864.0,110000.0,,,,,,,,http://bella-vista-san-miguel.properati.com.ar/uemx_venta_casa_bella-vista
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4082194,-58.5916052",380000.0,USD,5761712.0,380000.0,163.0,135.0,2331.288343558282,2814.814814814815,3.0,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/zulf_venta_departamentos_tigre_caupolican_100_baulera_suite_lavadero_parrilla_piscina_terraza_toilette_vestidor_luminoso_vista_lujoso_dependencias_garage_amoblado_placard_rene-martin
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Vicente López|,"-34.5207459456,-58.4768298093",115000.0,USD,1743676.0,115000.0,36.0,32.0,3194.4444444444443,3593.75,,1.0,900,http://vicente-lopez.properati.com.ar/upwv_venta_departamentos_vicente-lopez
sell,PH,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.7192681,-58.255585",,,,,83.0,83.0,,,,4.0,,http://quilmes.properati.com.ar/10x8k_venta_ph_quilmes_patio_terraza_placard_gp-estudio-inmobiliario
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5688186,-58.4360816",259000.0,USD,3927061.6,259000.0,97.0,85.0,2670.103092783505,3047.058823529412,,4.0,2692,http://palermo.properati.com.ar/ygez_venta_departamentos_palermo_balcon_lavadero_luminoso_placard_cabildo-500
sell,house,|Argentina|Capital Federal|Villa Devoto|,"-34.595734,-58.512583",369000.0,USD,5594925.6,369000.0,,20.0,,18450.0,,4.0,,http://villa-devoto.properati.com.ar/10xpi_venta_casa_villa-real_parrilla_patio_quincho_terraza_dependencias_garage_impecable_re-max-central
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús|,"-34.701934,-58.390644",139000.0,USD,2107573.6,139000.0,,60.0,,2316.6666666666665,1.0,3.0,,http://lanus.properati.com.ar/12e7o_venta_departamentos_lanus_balcon_piscina_terraza_luminoso_garage_estrenar_re-max-titanium
sell,house,|Argentina|Capital Federal|Pompeya|,"-34.6554272,-58.4134323",,,,,178.0,140.0,,,,,,http://pompeya.properati.com.ar/11rks_venta_casa_pompeya_saenz-group
sell,PH,|Argentina|Capital Federal|Flores|,"-34.622031,-58.470311",268000.0,USD,4063523.2,268000.0,,20.0,,13400.0,,4.0,,http://flores.properati.com.ar/11gbb_venta_ph_villa-general-mitre_balcon_jardin_lavadero_parrilla_patio_quincho_toilette_luminoso_garage_re-max-puerto
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|José C Paz|,"-34.5151052,-58.7662461",82000.0,USD,1243316.8,82000.0,,,,,,,,http://jose-c-paz-bs-as-g-b-a-zona-norte.properati.com.ar/einr_venta_otro_capital-federal
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.469074,-58.5153379",138000.0,USD,2092411.2,138000.0,66.0,50.0,2090.909090909091,2760.0,,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/xutk_venta_departamentos_san-isidro_rivadavia_600_parrilla_patio_garage
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,165000.0,USD,2501796.0,165000.0,,84.0,,1964.2857142857144,,3.0,,http://ramos-mejia.properati.com.ar/sb3s_venta_casa_la-matanza
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6063416,-58.4464868",91200.0,USD,1382810.88,91200.0,40.0,37.0,2280.0,2464.864864864865,,1.0,,http://caballito.properati.com.ar/11d6d_venta_departamentos_caballito_luminoso_lujoso_lone-lighthouse_d9p
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.578139,-58.433336",95000.0,USD,1440428.0,95000.0,,32.0,,2968.75,,1.0,,http://palermo.properati.com.ar/12ght_venta_departamentos_palermo_balcon_lavadero_piscina_luminoso_subte-linea-d_imprenta
sell,apartment,|Argentina|Capital Federal|Barracas|,"-34.631591,-58.370191",1267100.0,ARS,1263583.16,83336.62,49.0,42.0,1700.7473469387753,30169.04761904762,10.0,1.0,,http://barracas.properati.com.ar/npfc_venta_departamentos_barracas_regimiento-de-patricios-av-_200
sell,apartment,|Argentina|Capital Federal|San Telmo|,,119636.0,USD,1813968.88,119636.0,55.0,50.0,2175.2,2392.72,,2.0,,http://san-telmo.properati.com.ar/115g1_venta_departamentos_san-telmo_gimnasio_piscina_sum_soldati-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6688542654,-58.6624849395",180000.0,USD,2729232.0,180000.0,230.0,230.0,782.6086956521739,782.6086956521739,,3.0,,http://castelar-moron.properati.com.ar/owu1_venta_casa_castelar
sell,store,|Argentina|Bs.As. G.B.A. Zona Sur|Avellaneda|Avellaneda|,"-34.6610756,-58.3669739",,,,,,,,,,,,http://avellaneda.properati.com.ar/y43s_venta_local_avellaneda_mankul-bienes-raices
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.447361,-58.631426",340000.0,USD,5155216.0,340000.0,622.0,105.0,546.6237942122186,3238.095238095238,,1.0,,http://tigre.properati.com.ar/klt1_venta_casa_tigre
sell,PH,|Argentina|Capital Federal|Boedo|,"-34.6385169,-58.4199119",92000.0,USD,1394940.8,92000.0,67.0,37.0,1373.134328358209,2486.4864864864867,,2.0,,http://boedo.properati.com.ar/vpiv_venta_ph_boedo
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.649132,-58.575346",3400000.0,ARS,3390563.27,223616.53,,135.0,,25185.185185185182,,5.0,,http://ramos-mejia.properati.com.ar/10sva_venta_departamentos_la-matanza_balcon_suite_gimnasio_jardin_lavadero_parrilla_patio_piscina_terraza_vestidor_luminoso_lujoso_garage_placard_aire-acondicionado_re-max-oeste
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.5954806,-58.4410775",104500.0,USD,1584470.8,104500.0,46.0,,2271.7391304347825,,,2.0,,http://villa-crespo.properati.com.ar/vdss_venta_departamentos_villa-crespo
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,"-34.5781839,-58.5435543",77400.0,USD,1173569.76,77400.0,40.0,35.0,1935.0,2211.428571428572,,2.0,650,http://general-san-martin-bs-as-g-b-a-zona-norte.properati.com.ar/y9jd_venta_departamentos_general-san-martin_balcon_vista_garage_placard_estrenar_matticoli-inmobiliaria_cd2
sell,apartment,|Argentina|Capital Federal|Congreso|,"-34.6091885181,-58.3991722747",38000.0,USD,576171.2,38000.0,17.0,17.0,2235.294117647059,2235.294117647059,,1.0,,http://congreso.properati.com.ar/11aoc_venta_departamentos_congreso_victorino-de-la-plaza_d03
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.573846,-58.489902",95000.0,USD,1440428.0,95000.0,,39.0,,2435.897435897436,,2.0,,http://villa-urquiza.properati.com.ar/10i2e_venta_departamentos_villa-pueyrredon_balcon_baulera_lavadero_parrilla_luminoso_lujoso_garage_placard_re-max-central
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6838357,-58.621027",130000.0,USD,1971112.0,130000.0,,,,,,,,http://moron-bs-as-g-b-a-zona-oeste.properati.com.ar/12u4x_venta_casa_moron_jardin_patio_vestidor_garage_alfredo-propiedades
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida|,,175000.0,USD,2653420.0,175000.0,70.0,100.0,2500.0,1750.0,,3.0,,http://florida.properati.com.ar/10y7y_venta_ph_florida_suite_jardin_terraza_garage_estrenar_castro-feijoo-propiedades
sell,PH,|Argentina|Capital Federal|,,,,,,45.0,55.0,,,,2.0,,http://capital-federal.properati.com.ar/11ped_venta_ph_capital-federal_patio_terraza_garage_campos-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5134,-58.5123",105000.0,USD,1592052.0,105000.0,154.0,116.0,681.8181818181819,905.1724137931036,,3.0,,http://olivos.properati.com.ar/xhnb_venta_casa_olivos_lavadero_patio_terraza_lujoso_aire-acondicionado
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.738363,-58.253702",205000.0,USD,3108292.0,205000.0,,20.0,,10250.0,,4.0,,http://quilmes.properati.com.ar/ux3m_venta_casa_quilmes
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.430485,-58.577211",72000.0,USD,1091692.8,72000.0,,40.0,,1800.0,,2.0,,http://tigre.properati.com.ar/116d5_venta_departamentos_tigre_parrilla_piscina_sum_luminoso_vista_garage_impecable_placard_re-max-data-house
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6601547,-58.5824736",,,,,,130.0,,,,,,http://ramos-mejia.properati.com.ar/v4r2_venta_casa_ramos-mejia
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6134875,-58.4428593",110000.0,USD,1667864.0,110000.0,46.0,41.0,2391.304347826087,2682.9268292682927,,,,http://caballito.properati.com.ar/11c1l_venta_departamentos_caballito_balcon_lavadero_luminoso_garage_placard_castro-reisse-propiedades
sell,apartment,|Argentina|Capital Federal|San Telmo|,"-34.6244303,-58.3741828",119930.0,USD,1818426.63,119930.0,52.0,47.0,2306.346153846154,2551.7021276595747,,2.0,,http://san-telmo.properati.com.ar/yt89_venta_departamentos_san-telmo_parrilla_piscina_sum_garage_amenities_le-bleu
sell,apartment,|Argentina|Capital Federal|Barracas|,"-34.6323487,-58.3734047",120000.0,USD,1819488.0,120000.0,,,,,,3.0,,http://barracas.properati.com.ar/pai8_venta_departamentos_barracas
sell,apartment,|Argentina|Capital Federal|Parque Chacabuco|,"-34.635741,-58.434139",98000.0,USD,1485915.2,98000.0,,70.0,,1400.0,1.0,3.0,,http://parque-chacabuco.properati.com.ar/yve6_venta_departamentos_pompeya_terraza_luminoso_garage_re-max-liberty
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,92000.0,USD,1394940.8,92000.0,,42.0,,2190.4761904761904,,2.0,,http://ramos-mejia.properati.com.ar/z1rx_venta_departamentos_ramos-mejia_lavadero_amoblado_estrenar_busolin-demian-propiedades_cla
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|,"-34.9193773,-57.9548129",150000.0,USD,2274360.0,150000.0,65.0,,2307.692307692308,,,,,http://la-plata-bs-as-g-b-a-zona-sur.properati.com.ar/11qqf_venta_departamentos_la-plata_balcon_garage_placard_antonini-propiedades_dcp
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.447361,-58.631426",1500000.0,USD,22743600.0,1500000.0,1100.0,430.0,1363.6363636363635,3488.372093023256,,5.0,,http://tigre.properati.com.ar/klzk_venta_casa_tigre
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Acassuso|,"-34.476676,-58.5086705",250000.0,USD,3790600.0,250000.0,110.0,210.0,2272.7272727272725,1190.4761904761904,,4.0,6500,http://acassuso.properati.com.ar/wy3f_venta_departamentos_acassuso
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5064426,-58.4820767",194000.0,USD,2941505.6,194000.0,59.0,53.0,3288.135593220339,3660.377358490566,3.0,,,http://olivos.properati.com.ar/wqgs_venta_departamentos_olivos_comandante-leandro-rosales_2700
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5885465398,-58.4011216661",140000.0,USD,2122736.0,140000.0,51.0,,2745.098039215686,,,,,http://recoleta.properati.com.ar/y9pt_venta_departamentos_recoleta_ambiente-23-negocios-inmobiliarios_5lq
sell,store,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.4877233,-58.4990442",490000.0,USD,7429576.0,490000.0,189.0,0.0,2592.5925925925926,,,,,http://martinez.properati.com.ar/xyb1_venta_local_martinez_arenales_1900_tizado-martinez
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6498541655,-58.6470317751",200000.0,USD,3032480.0,200000.0,234.0,210.0,854.7008547008547,952.3809523809524,,,,http://castelar-moron.properati.com.ar/yx1r_venta_casa_castelar_lavadero_quincho_luminoso_garage_placard_guerrero-zambito-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Isidro Casanova|,"-34.7120291625,-58.5972483",,,,,85.0,85.0,,,,,,http://isidro-casanova.properati.com.ar/eeh0_venta_departamento_isidro-casanova
